file_id,gap_index,gap_start_ms,gap_end_ms,gap_ms,gap_sec,prev_speaker,next_speaker,speaker_change,prev_duration_sec,next_duration_sec,prev_text_len,next_text_len,prev_word_count,next_word_count,prev_avg_conf,prev_last_conf,next_avg_conf,prev_is_question,next_is_question,prev_text,next_text
3821,15,76576,78890,2314,2.314,SPEAKER_0,SPEAKER_1,True,1.461,6.34,14,39,4,10,0.98775,0.955,0.9532,True,False,그런 일이 자주 일어나요?,네 항상 그랬어요. 시간이 지날수록 집도 동생들도 상태가 더 나빠져요.
5036,69,302450,304764,2314,2.314,SPEAKER_0,SPEAKER_1,True,1.86,0.981,17,7,5,3,0.9982,0.999,0.9486666666666667,True,False,누구 때문에 기분이 안 좋았어?,말 안 할래요
0004,31,136625,138930,2305,2.305,SPEAKER_1,SPEAKER_0,True,4.34,2.1,34,18,9,6,0.9237777777777778,0.962,0.9486666666666667,False,True,새 아빠는 항상 화난 표정이고 무서워요. 그래서 피해 다녀요.,왜 화난 표정을 짓는 거 같아요?
0006,133,613605,615910,2305,2.305,SPEAKER_0,SPEAKER_1,True,4.66,0.9,42,8,11,2,0.9973636363636363,0.999,0.9135,True,False,경찰이나 다른 사람이 오고 나서도 비슷하거나 같은 일이 일어난 적이 있나요?,"네, 그랬어요."
5058,24,91730,94035,2305,2.305,SPEAKER_0,SPEAKER_0,False,7.14,2.18,56,19,17,5,0.9870588235294118,0.992,0.998,False,True,평소에 잠이 안 오거나 중간에 일어나는 일이 있니? 아 그래도 자다가 일어나는 걸 네 번 넘게 해요.,평상시에 아빠는 어떤 표정을 지어?
1786,40,195621,197925,2304,2.304,SPEAKER_0,SPEAKER_0,False,1.061,1.78,8,15,3,4,0.969,0.971,0.9435,False,True,별로 안 좋아요,왜 담임 선생님이 싫은가요?
0002,6,20495,22795,2300,2.3,SPEAKER_0,SPEAKER_1,True,1.94,1.54,17,14,4,4,0.9895,0.966,0.9995,True,False,언제부터 즐겁다고 못 느꼈어요?,아빠랑 같이 살 때부터요.
0004,49,216685,218985,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.02,0.5,13,4,3,1,0.9456666666666667,0.853,0.873,True,False,요즘 행복하다고 느껴요?,아니요.
0004,61,284070,286370,2300,2.3,SPEAKER_0,SPEAKER_1,True,6.66,0.98,45,8,12,3,0.9509166666666666,0.979,0.9776666666666667,True,False,어른들이 운동회나 청관 수업이나 아니면 학부모 상담 같은 학교 행사에 잘 오세요?,거의 안 와요.
0004,69,339150,341450,2300,2.3,SPEAKER_0,SPEAKER_1,True,5.54,0.5,39,4,11,1,0.9773636363636363,0.998,0.908,True,False,내가 원하지 않는데 누가 내 몸을 만지거나 보여달라고 한 적이 있어요?,아니요.
0004,71,350805,353105,2300,2.3,SPEAKER_0,SPEAKER_1,True,5.78,3.46,37,30,10,8,0.9766,0.998,0.9895,True,False,집에서 어른들끼리 소리 지르면서 싸우는 걸 듣거나 본 적이 있어요?,없어요. 엄마랑 새아빠가 대화하는 걸 본 적이 없어요.
0004,83,420750,423050,2300,2.3,SPEAKER_0,SPEAKER_1,True,6.18,0.501,44,4,13,1,0.962,0.998,0.999,True,False,부모님의 허락 없이 아니면 말 안 하고 집에 오랫동안 나와 있었던 적이 있어요?,없어요.
0005,79,404600,406900,2300,2.3,SPEAKER_0,SPEAKER_1,True,5.78,0.5,52,4,13,1,0.9558461538461538,0.985,0.41,True,False,어른들이 나를 집에서 쫓아내거나 버리겠다고 말하거나 어디에 가두고 못 나오게 한 적이 있나요?,아니요.
0005,110,551555,553855,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.42,1.86,22,16,6,4,0.9961666666666666,0.99,0.87875,True,False,친한 친구 중에 가출한 친구가 있을까요?,아니요. 친한 친구가 없어요.
0006,2,8820,11120,2300,2.3,SPEAKER_0,SPEAKER_1,True,0.981,3.22,9,20,2,4,0.999,1.0,0.9785,True,False,어디를 다쳤나요?,손바닥이랑 종아리랑 얼굴이랑 등이요.
0006,26,117770,120070,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.02,1.38,17,10,6,4,0.964,0.792,0.9984999999999999,True,False,한 달에 몇 번 정도 그런가요?,네 번 정도 깨요.
0006,38,174470,176770,2300,2.3,SPEAKER_1,SPEAKER_1,False,2.66,0.5,22,5,6,1,0.998,0.991,0.99,True,False,친구들이랑 같이 놀 때 기분이 어떤가요?,즐거워요.
0006,44,199140,201440,2300,2.3,SPEAKER_0,SPEAKER_1,True,1.86,0.98,13,7,3,2,0.9946666666666667,1.0,0.7685,True,False,요즘 걱정거리가 있나요?,"네, 있어요."
0006,83,377500,379800,2300,2.3,SPEAKER_0,SPEAKER_1,True,3.7,1.94,29,16,7,4,0.9857142857142858,0.995,0.95775,True,False,부모님이나 선생님 때문에 슬프거나 화난 적이 있나요?,엄마 때문에 슬프고 화났어요.
0006,90,406300,408600,2300,2.3,SPEAKER_0,SPEAKER_1,True,3.3,0.5,21,4,6,1,0.9881666666666666,0.999,0.999,True,False,다른 사람들 앞에서 혼낼 때가 있나요?,없어요.
0006,98,447525,449825,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.58,0.98,21,8,5,2,0.9954,0.998,0.769,True,False,엄마요. 그 어른이 최근에도 때리나요?,"네, 때렸어요."
0006,109,503535,505835,2300,2.3,SPEAKER_1,SPEAKER_1,False,3.06,1.38,25,10,8,3,0.99775,0.997,0.9516666666666667,True,False,이렇게 다친 것 때문에 병원에 간 적 있나요?,"아뇨, 안 갔어요."
0006,140,646160,648460,2300,2.3,SPEAKER_1,SPEAKER_0,True,0.5,2.9,2,23,1,7,0.925,0.925,0.99,False,True,네.,일주일에 몇 번 정도 그런 생각이 드나요?
0184,36,153585,155885,2300,2.3,SPEAKER_1,SPEAKER_1,False,1.861,3.94,14,32,4,10,0.9995,1.0,0.9415,True,False,평소 엄마의 표정은 어때?,가끔 잔소리 할 때는 마녀 같은데 보통은 웃는 것 같아요.
0184,68,321285,323585,2300,2.3,SPEAKER_0,SPEAKER_1,True,1.7,1.7,12,13,4,4,0.995,0.982,0.8845000000000001,True,False,요즘 행복한 것 같아?,네. 행복한 것 같아요.
0184,75,349425,351725,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.86,2.58,14,22,4,6,0.957,0.997,0.9976666666666667,False,True,저 축구선수 되고 싶어요.,그렇게 되고 싶다고 생각한 이유는 뭐야?
0184,97,464195,466495,2300,2.3,SPEAKER_1,SPEAKER_0,True,0.5,4.58,4,34,1,9,0.999,0.999,0.9832222222222222,False,True,없어요.,누군가 원하지 않는데도 몸을 만지거나 보여달라고 한 적 있어?
0379,79,462445,464745,2300,2.3,SPEAKER_0,SPEAKER_0,False,0.82,0.9,7,7,2,2,0.8,0.991,0.996,False,True,"네, 있어요.",누가 그랬어?
1112,15,97210,99510,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.94,3.395,14,20,4,6,0.99175,0.983,0.9958333333333333,False,False,하나도 틀리지 않는 거요.,평소에 짜증이나 화가 났을 때 어떻게
1112,37,241485,243785,2300,2.3,SPEAKER_1,SPEAKER_1,False,3.54,1.7,27,12,8,3,0.968,0.999,0.98,False,True,네. 올해 고등학교 입학한 언니가 한 명 있어요.,언니랑 사이는 어때요?
1112,118,819755,822055,2300,2.3,SPEAKER_1,SPEAKER_0,True,5.3,2.74,38,21,10,6,0.8905,0.957,0.9248333333333333,False,True,네. 학원 차에서 억지로 당했던 기억이 원하지 않는데 자꾸 떠올라요.,얼마나 자주 그런 기억이 떠오르 나요?
1136,16,91240,93540,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.5,2.74,18,23,5,6,0.9888,0.996,0.8743333333333333,True,False,평소에 아빠는 어떤 표정을 지어?,미안해를 찌푸리고 화를 내는 표정을 지어요
1136,45,248675,250975,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.86,2.1,15,16,4,4,0.974,0.947,0.989,False,True,나름대로 행복한 것 같아요.,어떤 점에서 행복하다고 느껴?
1136,46,253075,255375,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.1,2.82,16,25,4,6,0.989,0.996,0.9798333333333333,True,False,어떤 점에서 행복하다고 느껴?,부모님은 좀 싸우지만 엄마가 절 사랑하니까요.
1136,54,305045,307345,2300,2.3,SPEAKER_0,SPEAKER_1,True,3.38,0.5,28,4,9,1,0.9563333333333334,0.99,0.948,True,False,배가 고픈데 집에 먹을 게 없어서 굶은 적이 있어?,아니요.
1354,57,241835,244135,2300,2.3,SPEAKER_0,SPEAKER_0,False,4.195,2.98,32,27,9,7,0.7906666666666666,0.608,0.9617142857142857,False,True,부모님이 운동회랑 참관 수업 학부모 상담회 잘 오셔? 네.,부모님이나 선생님 때문에 슬프거나 화난 적 있어?
1354,64,275305,277605,2300,2.3,SPEAKER_0,SPEAKER_1,True,4.66,0.821,48,5,13,2,0.9359999999999999,0.357,0.982,True,False,내가 원하지 않는데 누군가가 내 몸을 만지거나 보여달라고 한 적 있어? 사실 있었어요?,저번 달에
1786,7,31410,33710,2300,2.3,SPEAKER_0,SPEAKER_0,False,1.38,3.955,19,26,5,7,0.9322,0.82,0.9307142857142857,True,True,다쳤어요. 무엇을 할 때 즐겁나요?,친구 집에 가서 놀대요. 어떤 점이 즐거운가요?
1786,92,484510,486810,2300,2.3,SPEAKER_0,SPEAKER_0,False,1.7,4.26,16,45,4,12,0.9695,0.879,0.9618333333333333,False,True,엄마가 저에게 성질을 냈대요.,나쁜 기억 때문에 괴로워서 스스로를 해치거나 죽고 싶다는 생각을 한 적이 있나요?
2315,12,59410,61710,2300,2.3,SPEAKER_0,SPEAKER_0,False,1.461,1.62,17,15,4,4,0.9425,0.998,0.9944999999999999,False,True,"있었나요? 네, 짜증이 났어요.",무엇 때문에 짜증이 났나요?
2315,23,113650,115950,2300,2.3,SPEAKER_0,SPEAKER_0,False,2.98,0.5,27,3,7,1,0.9658571428571429,0.894,0.591,False,False,잠들기 힘들거나 잠자는 중간에 깨는 일이 있을까요,아니요
2315,66,326125,328425,2300,2.3,SPEAKER_0,SPEAKER_0,False,4.74,0.66,46,7,12,2,0.98925,0.993,0.983,True,False,작은 옷이나 신발을 입거나 신고 다닌 적이 있나요? 그랬다면 얼마나 오래 그랬나요?,안 그랬어요.
2637,36,159515,161815,2300,2.3,SPEAKER_0,SPEAKER_1,True,1.94,3.06,12,25,3,6,0.9643333333333334,0.899,0.995,False,False,친구들과는 주로 뭐하고,놀아? 수영하러 가거나 그림 그리면서 놀아요.
2674,27,147095,149395,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.78,3.54,15,28,4,8,0.98075,0.935,0.979375,False,True,무서운 표정을 자주 지어요.,왜 할아버지가 무서운 표정을 자주 짓는 것 같아요?
2674,37,204785,207085,2300,2.3,SPEAKER_0,SPEAKER_1,True,3.46,6.18,26,47,6,14,0.952,0.893,0.8782857142857143,True,False,할아버지가 형과 나를 차별한다고 느끼는 건가요?,"네, 형한테 훨씬 더 잘해 주고 저는 사고 만 치는 골칫덩이라고 생각하는 것 같아요."
2674,47,260615,262915,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.02,0.74,17,7,5,2,0.983,0.997,0.9844999999999999,True,False,요즘 제일 걱정되는 게 뭐예요?,저 스스로요.
2677,46,233395,235695,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.14,1.301,10,9,3,3,0.9423333333333334,0.933,0.9953333333333333,False,True,불행한 것 같아요.,왜 그렇게 느껴?
2677,85,445845,448145,2300,2.3,SPEAKER_1,SPEAKER_0,True,0.98,4.42,8,33,2,7,0.77,0.943,0.9702857142857143,False,True,아니요 없어요.,내가 싫다는데도 계속해서 연락하거나 따라다니는 사람이 있어?
3242,3,18435,20735,2300,2.3,SPEAKER_1,SPEAKER_1,False,2.1,1.3,20,12,6,3,0.9373333333333334,0.977,0.9903333333333333,False,True,네 저 학교 선생님 때문에 다쳤어요.,어디를 언제 다쳤어요?
3242,39,232755,235055,2300,2.3,SPEAKER_1,SPEAKER_1,False,1.62,2.26,13,18,4,6,0.94825,0.995,0.9944999999999999,True,False,교로 몇 명이랑 놀아요?,가장 친한 친구가 네 명 있어요.
3242,79,468840,471140,2300,2.3,SPEAKER_0,SPEAKER_1,True,5.86,0.5,47,4,12,1,0.9715833333333334,1.0,0.981,True,False,어른들이 나를 쫓아내거나 그러겠다고 하거나 어디에 가두고 못 나오게 한 적이 있나요?,아니요.
3242,86,494200,496500,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.14,2.02,12,12,3,4,0.9883333333333333,0.998,0.983,False,False,우리 담임 선생님이요.,담임 선생님이 나를 왜
3696,20,82530,84830,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.66,1.301,24,11,6,3,0.9803333333333333,0.988,0.9643333333333334,True,False,잠들기 힘들거나 중간에 깨는 일이 있을까요?,"아니요, 안 그래요."
3696,94,423280,425580,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.1,3.86,20,34,5,9,0.9942,0.974,0.957,True,False,어떨 때 마음이 복잡하거나 힘든가요?,엄마가 저한테 내가 빨래에서 알아서 옷 챙겨 입으라고 했대요.
3706,15,67405,69705,2300,2.3,SPEAKER_0,SPEAKER_0,False,3.7,1.22,36,14,10,4,0.9494,0.863,0.96975,False,True,밥을 빨리 먹으려고 해도 생각처럼 안 되어서 짜증 나고 화났어요.,그런 일이 자주 일어나요?
3891,56,336795,339095,2300,2.3,SPEAKER_1,SPEAKER_0,True,4.18,2.66,38,25,10,6,0.95,0.576,0.9973333333333333,False,True,이것저것 다 해보고 싶어요. 근데 마음대로 나갈 수가 없어서 못해요.,집에서 주로 나를 돌봐주는 어른은 누구인가요?
5036,28,125025,127325,2300,2.3,SPEAKER_1,SPEAKER_0,True,2.02,2.58,16,20,5,5,0.97,0.941,0.9968,False,True,화나는 일이 많은 것 같아요.,어머니가 우리 친구를 어떻게 대하셔?
5036,51,221100,223400,2300,2.3,SPEAKER_0,SPEAKER_1,True,2.18,2.1,18,16,5,5,0.9248,0.7,0.9601999999999999,True,False,되고 싶다고 느낀 직업이 없을까?,저는 아무것도 못할 것 같아요
5036,59,257945,260245,2300,2.3,SPEAKER_0,SPEAKER_0,False,4.34,0.5,33,3,9,1,0.9568888888888889,0.877,0.718,True,False,빨래가 안되어 있어서 더럽거나 냄새나는 옷을 입은 적 있어?,없어요
5058,50,184600,186900,2300,2.3,SPEAKER_1,SPEAKER_0,True,0.98,2.34,8,21,2,7,0.976,0.956,0.945,False,True,매일 고민해요.,요즘 행복한 거 같아 불행한 거 같아?
5058,58,213810,216110,2300,2.3,SPEAKER_1,SPEAKER_0,True,1.94,7.905,22,57,6,16,0.9503333333333334,0.833,0.9786875,False,True,제가 게임 유튜브 보는 걸 좋아하거든요.,평소에 나를 돌봐주는 어른은 누구야? 엄마랑 아빠요. 배가 고픈데 집에 먹을 게 없어서 굶은 적 있어?
5058,101,396875,399175,2300,2.3,SPEAKER_1,SPEAKER_0,True,0.9,1.86,9,15,3,6,0.994,0.994,0.9975,False,True,그런 적 없어요.,요즘 잘 때 무슨 꿈을 꿔?
5069,37,182945,185245,2300,2.3,SPEAKER_0,SPEAKER_1,True,1.78,2.1,12,17,4,6,0.96775,0.995,0.9768333333333333,True,False,주로 몇 명에서 놀아?,제일 친한 친구 한 명 있어요.
5069,39,188870,191170,2300,2.3,SPEAKER_0,SPEAKER_0,False,0.98,0.5,7,6,2,1,0.72,0.995,0.878,False,True,담임 선생님은,좋아하시러?
0002,41,173410,175709,2299,2.299,SPEAKER_1,SPEAKER_0,True,1.54,3.141,12,26,3,7,0.9653333333333334,0.897,0.9895714285714285,False,True,평소에는 잘 챙겨줘요.,인터넷이나 핸드폰은 하루에 몇 시간 정도 해요?
0002,54,254026,256325,2299,2.299,SPEAKER_0,SPEAKER_1,True,3.381,1.781,31,16,9,4,0.9953333333333333,0.997,0.9895,True,False,누가 소중한 부위를 만지거나 보여 달라고 한 적 있어요?,아니요. 그런 적은 없었어요.
0005,66,320620,322919,2299,2.299,SPEAKER_0,SPEAKER_1,True,4.021,3.541,37,28,10,7,0.9578,0.974,0.9235714285714286,True,False,어디 아픈 곳이 있는데 어른들이 병원에 데려가지 않은 적이 있나요?,아니요 아프다고 하면 할아버지가 같이 병원 가줘요.
0005,73,362926,365225,2299,2.299,SPEAKER_1,SPEAKER_0,True,3.301,4.66,19,37,5,10,0.924,0.811,0.8948,False,False,할아버지가 조금 잔소리 하긴 해요.,어른들이 학부모 상담이나 참관 수업 같은 참여해야 하는 학교 행사에
0006,111,514620,516919,2299,2.299,SPEAKER_0,SPEAKER_1,True,4.5,0.501,36,4,9,1,0.9913333333333333,0.998,0.964,True,False,원하지 않는데도 누군가 몸을 만지거나 보여달라고 한 적이 있나요?,아니요.
0184,11,45136,47435,2299,2.299,SPEAKER_1,SPEAKER_0,True,1.221,1.861,13,15,4,5,0.99275,1.0,0.9744,False,True,학교 올 때가 즐거워요.,어떤 점이 즐거운 것 같아?
0216,61,292526,294825,2299,2.299,SPEAKER_0,SPEAKER_0,False,0.821,3.46,7,30,2,9,0.6975,0.985,0.9744444444444444,False,True,아니 없어요.,주위 어른들 중에 나를 때린 적이 있는 사람이 있을까?
0379,93,541595,543894,2299,2.299,SPEAKER_0,SPEAKER_1,True,3.941,0.501,28,4,9,1,0.9887777777777778,0.981,0.885,True,False,누가 내 몸을 사진 찍거나 동영상을 찍은 적 있어?,아니요.
1136,4,25015,27314,2299,2.299,SPEAKER_0,SPEAKER_1,True,3.06,2.261,24,17,6,4,0.925,0.951,0.736,True,False,요즘 좋아하거나 재밌다고 생각하는 거 있어?,퍼즐이나 스토커 보는거 좋아해요
1136,20,114116,116415,2299,2.299,SPEAKER_0,SPEAKER_1,True,2.261,1.701,19,9,6,2,0.9201666666666667,0.994,0.948,True,False,그런 아빠를 보면 내 기분이 어때?,불편하고 어색해요
1136,30,164395,166694,2299,2.299,SPEAKER_0,SPEAKER_1,True,2.66,2.021,23,15,6,4,0.9618333333333333,0.802,0.9319999999999999,True,False,평소에 친하게 지내는 친구들이 몇 명이야?,친구 두명이랑 친하게 지내요
1136,100,558655,560954,2299,2.299,SPEAKER_0,SPEAKER_1,True,3.54,0.901,31,8,9,2,0.953,0.958,0.7745,True,False,말 안하고서 오랫동안 집 밖으로 나와 있었던 적이 있어?,아니요 없어요.
1354,27,116430,118729,2299,2.299,SPEAKER_1,SPEAKER_0,True,0.9,1.461,7,9,2,2,0.709,0.594,0.8115,False,True,저도 좋아요.,형제자매가 있어?
1354,36,153360,155659,2299,2.299,SPEAKER_1,SPEAKER_0,True,3.46,2.261,32,20,10,5,0.9527,0.903,0.9448,False,True,사실 엄마한테 나 안 한 게 있는데 할지 말지 고민이에요.,그런 걱정 때문에 일상생활이 힘들어?
1786,49,243261,245560,2299,2.299,SPEAKER_0,SPEAKER_0,False,2.421,1.061,21,10,6,3,0.9396666666666667,0.929,0.9756666666666667,True,False,요즘 행복한 것 같나요 그렇지 않나요?,별로 안 행복해요.
1786,97,512000,514299,2299,2.299,SPEAKER_0,SPEAKER_0,False,1.94,2.501,18,27,6,9,0.9941666666666666,0.996,0.9734444444444444,True,False,잠잘 때 주로 어떤 꿈을 꾸나요?,꿈은 잘 안 꾸는 것 같아요. 기억이 안 나네요.
2560,19,104000,106299,2299,2.299,SPEAKER_1,SPEAKER_0,True,2.535,2.341,17,20,5,5,0.8514,0.991,0.9964,False,True,괜찮은 거 같아요 평소에 잠들기,힘들거나 중간에 깨는 경우가 있어요?
2674,51,284836,287135,2299,2.299,SPEAKER_0,SPEAKER_1,True,3.701,3.06,27,24,7,7,0.9814285714285714,0.95,0.9628571428571429,True,False,걱정 때문에 생활이 좀 불편하거나 힘들진 않나요?,일주일에 세 번 이상 눈치 보이고 불편해요.
2674,92,526246,528545,2299,2.299,SPEAKER_1,SPEAKER_0,True,0.981,4.501,8,36,2,10,0.6165,0.552,0.9067,False,True,아니요 없어요.,집에서 어른들끼리 소리 지르면서 싸우는 걸 듣거나 본 적 있나요?
2674,93,533046,535345,2299,2.299,SPEAKER_0,SPEAKER_1,True,4.501,0.501,36,4,10,1,0.9067,0.979,0.701,True,False,집에서 어른들끼리 소리 지르면서 싸우는 걸 듣거나 본 적 있나요?,아니요.
2677,105,552651,554950,2299,2.299,SPEAKER_1,SPEAKER_0,True,1.461,2.581,14,20,4,6,0.902,0.996,0.9766666666666667,False,True,"아니요, 그런 적 없어요.",친한 친구 중에 가출한 친구가 있어?
3242,14,84631,86930,2299,2.299,SPEAKER_0,SPEAKER_1,True,3.301,1.94,34,16,10,5,0.9435,0.997,0.9312,True,False,뒤부터요. 최근 일주일 동안 짜증이 나 화가 난 적이 있나요?,네. 화가 정말 많이 났어요.
3696,38,157651,159950,2299,2.299,SPEAKER_1,SPEAKER_1,False,2.261,1.62,21,15,6,4,0.9964999999999999,0.989,0.99525,False,True,요즘 어떤 친구의 마음을 잘 몰라서요.,어떤 점에서 걱정이 되나요?
3696,55,230405,232704,2299,2.299,SPEAKER_0,SPEAKER_1,True,4.181,4.656,34,44,10,11,0.9833,0.997,0.8987272727272727,True,False,배가 고픈데 먹을 게 없어서 굶은 적이 있나요? 왜 그랬나요?,있어요. 밥솥에 밥도 없는데 엄마가더니 이제 아기 아니니까 알아서 해 먹으래요.
3696,104,472403,474702,2299,2.299,SPEAKER_0,SPEAKER_1,True,2.341,2.421,20,23,6,7,0.997,0.999,0.9578571428571429,True,False,친한 친구 중 가출한 친구가 있나요?,아니요. 제 친구들 한 명도 안 그랬어요.
3821,45,251436,253735,2299,2.299,SPEAKER_0,SPEAKER_1,True,1.701,4.82,15,39,4,9,0.9175,0.87,0.9955555555555555,True,False,선생님은 어떤 점이 좋아요?,우리한테 관심이 많아서요. 우리 아빠도 선생님 같은 사람이면 좋겠어요.
5069,3,22315,24614,2299,2.299,SPEAKER_0,SPEAKER_1,True,1.7,1.141,15,9,5,2,0.8546,0.995,0.9815,True,False,친구는 뭐 할 때가 즐거워?,즐겁지가 않아요.
5069,34,170050,172349,2299,2.299,SPEAKER_0,SPEAKER_0,False,0.5,2.101,4,17,1,4,0.845,0.845,0.9312499999999999,False,True,없어요.,친구들이랑은 주로 뭐하고 놀아?
5069,70,376861,379160,2299,2.299,SPEAKER_0,SPEAKER_0,False,3.061,0.5,27,4,8,1,0.97175,0.982,0.908,True,False,주변 어른들 때문에 기분이 안 좋아진 적이 있어?,엄마요.
2315,89,455420,457715,2295,2.295,SPEAKER_0,SPEAKER_0,False,1.86,2.021,17,20,5,6,0.9684,0.991,0.9421666666666667,True,False,어떨 때 복잡한 마음이 드나요?,마음이 복잡할 때는 없는 것 같아요.
3891,62,371315,373610,2295,2.295,SPEAKER_1,SPEAKER_0,True,4.021,3.941,37,39,10,11,0.9387,0.998,0.973909090909091,False,True,"네, 열나고 그래서 병원 가고 싶다고 말해도 약만 먹으라고 했어요.",빨래가 되어 있지 않아서 더럽고 냄새나는 옷을 입어야 한 적이 있나요?
0005,56,274340,276625,2285,2.285,SPEAKER_0,SPEAKER_1,True,1.54,2.74,13,24,4,5,0.9702500000000001,0.988,0.9868,True,False,왜 의사가 되고 싶어요?,할아버지가 의사가 되었으면 좋겠다고 해서요.
0004,38,165325,167600,2275,2.275,SPEAKER_0,SPEAKER_1,True,2.101,1.86,17,13,4,4,0.919,0.694,0.88975,True,False,친구들이랑 주로 뭐 하오노라요?,같이 모바일 게임 해요.
3706,69,314355,316630,2275,2.275,SPEAKER_0,SPEAKER_1,True,3.94,2.581,36,24,10,7,0.8894,0.995,0.9065714285714286,True,False,내 주위 어른들이나 선생님 때문에 기분이 안 좋아진 적이 있나요?,네. 시설 선생님 때문에 기분이 안 좋아요.
3242,20,121290,123564,2274,2.274,SPEAKER_0,SPEAKER_1,True,3.94,3.781,31,29,9,7,0.9984444444444445,0.999,0.9945714285714286,True,False,평소 짜증이나 화가 났을 때 어떻게 하면 마음이 풀려요?,맛있는 과자를 먹거나 친구들이랑 수다를 떨면 풀려요.
0184,96,461430,463695,2265,2.265,SPEAKER_0,SPEAKER_1,True,2.66,0.5,19,4,6,1,0.9875,0.984,0.999,True,False,주위 어른들 중 때린 사람이 있어?,없어요.
3696,15,62290,64555,2265,2.265,SPEAKER_1,SPEAKER_0,True,2.9,1.86,27,18,7,6,0.9994285714285714,0.999,0.9893333333333333,False,True,게임을 하거나 매운 떡볶이 먹으면 기분이 풀려요.,몇 시에 자고 몇 시에 일어나요?
3891,96,572055,574320,2265,2.265,SPEAKER_1,SPEAKER_0,True,1.541,4.26,14,43,4,11,0.98175,0.997,0.9420909090909091,False,True,아니요 그런 적은 없어요.,어른이 아닌 주변 사람들이 나를 자주 놀리거나 괴롭힌다고 느낀 적이 있었어요?
0005,62,301590,303854,2264,2.264,SPEAKER_0,SPEAKER_1,True,2.98,2.101,26,19,8,6,0.956125,0.996,0.9279999999999999,True,False,배가 고픈데 먹을 게 없어서 굶은 적이 있나요?,아니요 굶은 적은 없는 것 같아요.
0184,70,330165,332420,2255,2.255,SPEAKER_0,SPEAKER_1,True,2.82,0.74,27,6,10,2,0.9856,0.974,0.996,True,False,일 에서 오 사이에 몇 점 정도 행복한 것 같아?,사 점이요.
3706,92,459250,461505,2255,2.255,SPEAKER_0,SPEAKER_1,True,4.741,0.5,41,2,10,1,0.961,0.999,0.346,True,False,어른이 아닌 주변사람들이 나를 자주 놀리거나 괴롭힌다고 느낀 적이 있나요?,어떨
0002,55,258106,260360,2254,2.254,SPEAKER_1,SPEAKER_0,True,1.781,3.78,16,35,4,10,0.9895,1.0,0.9982,False,True,아니요. 그런 적은 없었어요.,집에서 어른들이 소리 지르면서 싸우는 걸 듣거나 본 적 있어요?
0005,90,460651,462905,2254,2.254,SPEAKER_0,SPEAKER_0,False,1.781,4.1,18,34,7,7,0.9758571428571429,0.955,0.9831428571428571,False,True,그런 거 한 적 한 번도 없어요.,내가 싫다는데도 계속해서 연락하거나 따라다니는 사람이 있나요?
0184,19,81476,83730,2254,2.254,SPEAKER_1,SPEAKER_0,True,2.581,2.26,21,21,4,7,0.9359999999999999,0.926,0.9741428571428571,False,True,엄마한테 말하거나 친구들이랑 축구해요.,평소에 몇 시에 자고 몇 시에 일어나?
3696,61,270931,273185,2254,2.254,SPEAKER_1,SPEAKER_0,True,0.501,3.3,4,42,1,10,0.814,0.814,0.894,False,True,아니요.,아니요. 인터넷이나 휴대폰을 가지고 노는 시간은 하루에 몇 시간 정도인가요?
0004,77,383815,386060,2245,2.245,SPEAKER_0,SPEAKER_1,True,4.741,4.26,37,40,11,13,0.9982727272727273,0.999,0.9221538461538461,True,False,안 좋은 기억 때문에 괴로워서 죽고 싶다는 생각을 한 적이 있어요?,그런 적은 없고 너무 스트레스 받을 때 벽에 머리를 박는 거 같아요 잠잘
0184,74,345320,347565,2245,2.245,SPEAKER_0,SPEAKER_1,True,2.1,1.86,17,14,5,4,0.9994,1.0,0.957,True,False,나중에 어떤 사람이 되고 싶어?,저 축구선수 되고 싶어요.
1136,10,58105,60350,2245,2.245,SPEAKER_0,SPEAKER_1,True,2.5,3.14,21,26,7,9,0.9349999999999999,0.97,0.9596666666666667,True,False,평소에 몇 시에 자고 몇 시쯤 일어나?,밤 열 시에 일찍 자고 아침 일곱 시에 일어나요
3242,111,644450,646695,2245,2.245,SPEAKER_0,SPEAKER_1,True,4.181,0.5,36,4,10,1,0.9949,0.998,0.976,True,False,생각하고 싶지 않은데도 자꾸 안 좋은 기억이 떠오른 적이 있나요?,아니요.
5036,29,129905,132150,2245,2.245,SPEAKER_0,SPEAKER_1,True,2.58,2.02,20,15,5,4,0.9968,0.994,0.99175,True,False,어머니가 우리 친구를 어떻게 대하셔?,맨날 화내서 무섭고 그래요.
